Plot 1 FLIR USB Video,,,,,,
,,,,,,
,,,,Sp1.Value,Sp2.Value,Sp3.Value
Emissivity,,,,0.9499999881,0.9499999881,0.9499999881
Distance,,,,1,1,1
Reflected temperature,,,,19.9999939,19.9999939,19.9999939
Location X,,,,50,166,282
Location Y,,,,128,128,130
Size X,,,,,,
Size Y,,,,,,
Surface (pixels),,,,,,
,,,,,,
Date,Time,Milliseconds,Relative time,Sp1.Value,Sp2.Value,Sp3.Value
5/3/2018,10:27:50 AM,216,1392.703,36.0617485,38.8781395,40.22993469
5/3/2018,10:27:50 AM,486,1392.973,36.08453369,38.86699677,40.21891022
5/3/2018,10:27:50 AM,756,1393.243,36.09592819,38.93382263,40.21891022
5/3/2018,10:27:51 AM,26,1393.513,36.10731888,38.90041351,40.21891022
5/3/2018,10:27:51 AM,567,1394.054,36.10731888,38.92268753,40.24095535
5/3/2018,10:27:51 AM,837,1394.324,36.08453369,38.88927841,40.24095535
5/3/2018,10:27:52 AM,108,1394.595,36.0389595,38.93382263,40.2960434
5/3/2018,10:27:52 AM,378,1394.865,36.0617485,38.95609283,40.2740097
5/3/2018,10:27:52 AM,918,1395.405,36.050354,38.82242584,40.14173126
5/3/2018,10:27:53 AM,189,1395.676,36.0389595,38.83357239,40.21891022
5/3/2018,10:27:53 AM,459,1395.946,36.0389595,38.85585785,40.19686508
5/3/2018,10:27:53 AM,729,1396.216,36.15287018,38.8781395,40.19686508
5/3/2018,10:27:53 AM,999,1396.486,36.07314301,38.8781395,40.11967087
5/3/2018,10:27:54 AM,540,1397.027,36.09592819,38.85585785,40.20788956
5/3/2018,10:27:54 AM,810,1397.297,36.08453369,38.85585785,40.17481232
5/3/2018,10:27:55 AM,81,1397.568,36.15287018,38.88927841,40.21891022
5/3/2018,10:27:55 AM,351,1397.838,36.02756119,38.84471512,40.19686508
5/3/2018,10:27:55 AM,891,1398.378,36.00476456,38.83357239,40.18584061
5/3/2018,10:27:56 AM,162,1398.649,36.15287018,38.91155243,40.2519722
5/3/2018,10:27:56 AM,432,1398.919,36.050354,38.86699677,40.2740097
5/3/2018,10:27:56 AM,702,1399.189,36.02756119,38.85585785,40.22993469
5/3/2018,10:27:56 AM,972,1399.459,36.050354,38.90041351,40.22993469
5/3/2018,10:27:57 AM,243,1399.73,36.10731888,38.95609283,40.2960434
5/3/2018,10:27:57 AM,783,1400.27,35.98196411,38.8781395,40.16378784
5/3/2018,10:27:58 AM,54,1400.541,36.08453369,38.90041351,40.34009933
5/3/2018,10:27:58 AM,324,1400.811,36.09592819,38.97835541,40.2960434
5/3/2018,10:27:58 AM,594,1401.081,36.15287018,38.95609283,40.3290863
5/3/2018,10:27:58 AM,864,1401.351,36.11870575,38.95609283,40.2960434
5/3/2018,10:27:59 AM,135,1401.622,36.19840622,38.95609283,40.26299286
5/3/2018,10:27:59 AM,675,1402.162,36.18702316,38.95609283,40.40615463
5/3/2018,10:27:59 AM,945,1402.432,36.10731888,38.97835541,40.35111237
5/3/2018,10:28:00 AM,216,1402.703,36.15287018,38.98948669,40.2960434
5/3/2018,10:28:00 AM,486,1402.973,36.17564011,39.01174164,40.31807327
5/3/2018,10:28:00 AM,756,1403.243,36.09592819,38.93382263,40.2519722
5/3/2018,10:28:01 AM,26,1403.513,36.11870575,38.95609283,40.2519722
5/3/2018,10:28:01 AM,567,1404.054,36.01616287,38.8781395,40.22993469
5/3/2018,10:28:01 AM,837,1404.324,36.050354,38.91155243,40.2519722
5/3/2018,10:28:02 AM,108,1404.595,36.08453369,38.88927841,40.31807327
5/3/2018,10:28:02 AM,378,1404.865,36.00476456,38.85585785,40.22993469
5/3/2018,10:28:02 AM,648,1405.135,36.01616287,38.81128311,40.07553864
5/3/2018,10:28:02 AM,918,1405.405,36.09592819,38.84471512,40.11967087
5/3/2018,10:28:03 AM,189,1405.676,36.07314301,38.82242584,40.13069916
5/3/2018,10:28:03 AM,729,1406.216,36.00476456,38.76669312,40.07553864
5/3/2018,10:28:03 AM,999,1406.486,35.95915604,38.77783966,40.10863876
5/3/2018,10:28:04 AM,270,1406.757,35.99336624,38.78899002,40.10863876
5/3/2018,10:28:04 AM,540,1407.027,35.98196411,38.81128311,40.20788956
5/3/2018,10:28:04 AM,810,1407.297,36.10731888,38.88927841,40.21891022
5/3/2018,10:28:05 AM,81,1407.568,36.07314301,38.84471512,40.22993469
5/3/2018,10:28:05 AM,621,1408.108,36.10731888,38.85585785,40.21891022
5/3/2018,10:28:05 AM,891,1408.378,36.08453369,38.80013657,40.19686508
5/3/2018,10:28:06 AM,162,1408.649,36.0617485,38.83357239,40.15275955
5/3/2018,10:28:06 AM,432,1408.919,36.0389595,38.83357239,40.19686508
5/3/2018,10:28:06 AM,702,1409.189,36.00476456,38.82242584,40.13069916
5/3/2018,10:28:07 AM,243,1409.73,36.01616287,38.76669312,40.14173126
5/3/2018,10:28:07 AM,513,1410,35.94775391,38.7443924,40.10863876
5/3/2018,10:28:07 AM,783,1410.27,35.98196411,38.76669312,40.16378784
5/3/2018,10:28:08 AM,54,1410.541,36.0389595,38.82242584,40.21891022
5/3/2018,10:28:08 AM,594,1411.081,36.07314301,38.77783966,40.11967087
5/3/2018,10:28:08 AM,864,1411.351,35.95915604,38.78899002,40.15275955
5/3/2018,10:28:09 AM,135,1411.622,35.92494202,38.78899002,40.08657455
5/3/2018,10:28:09 AM,405,1411.892,36.00476456,38.77783966,40.17481232
5/3/2018,10:28:09 AM,675,1412.162,35.92494202,38.75554276,40.04243088
5/3/2018,10:28:09 AM,945,1412.432,35.90212631,38.7443924,40.10863876
5/3/2018,10:28:10 AM,486,1412.973,35.94775391,38.83357239,40.11967087
5/3/2018,10:28:10 AM,756,1413.243,35.91353607,38.75554276,40.0534668
5/3/2018,10:28:11 AM,26,1413.513,36.02756119,38.78899002,40.2740097
5/3/2018,10:28:11 AM,297,1413.784,36.00476456,38.83357239,40.11967087
5/3/2018,10:28:11 AM,567,1414.054,36.07314301,38.86699677,40.19686508
5/3/2018,10:28:11 AM,837,1414.324,36.08453369,38.8781395,40.20788956
5/3/2018,10:28:12 AM,378,1414.865,36.13009644,38.8781395,40.20788956
5/3/2018,10:28:12 AM,648,1415.135,36.08453369,38.83357239,40.24095535
5/3/2018,10:28:12 AM,918,1415.405,36.050354,38.82242584,40.16378784
5/3/2018,10:28:13 AM,189,1415.676,36.0617485,38.84471512,40.07553864
5/3/2018,10:28:13 AM,459,1415.946,36.0389595,38.84471512,40.14173126
5/3/2018,10:28:13 AM,999,1416.486,36.08453369,38.82242584,40.11967087
5/3/2018,10:28:14 AM,270,1416.757,36.15287018,38.91155243,40.14173126
5/3/2018,10:28:14 AM,540,1417.027,36.13009644,38.90041351,40.09760666
5/3/2018,10:28:14 AM,810,1417.297,36.09592819,38.90041351,40.24095535
5/3/2018,10:28:15 AM,81,1417.568,36.08453369,38.84471512,40.18584061
5/3/2018,10:28:15 AM,351,1417.838,36.0389595,38.81128311,40.14173126
5/3/2018,10:28:15 AM,891,1418.378,36.02756119,38.84471512,40.13069916
5/3/2018,10:28:16 AM,162,1418.649,36.11870575,38.88927841,40.11967087
5/3/2018,10:28:16 AM,432,1418.919,36.02756119,38.80013657,40.14173126
5/3/2018,10:28:16 AM,702,1419.189,36.0389595,38.82242584,40.07553864
5/3/2018,10:28:16 AM,972,1419.459,36.01616287,38.80013657,40.03139114
5/3/2018,10:28:17 AM,243,1419.73,36.050354,38.78899002,40.10863876
5/3/2018,10:28:17 AM,513,1420,35.97056198,38.6997757,40.02035141
5/3/2018,10:28:17 AM,783,1420.27,35.98196411,38.72208405,39.99827194
5/3/2018,10:28:18 AM,324,1420.811,36.01616287,38.77783966,40.0534668
5/3/2018,10:28:18 AM,594,1421.081,36.09592819,38.78899002,40.04243088
5/3/2018,10:28:18 AM,864,1421.351,36.02756119,38.73323822,39.98722839
5/3/2018,10:28:19 AM,135,1421.622,36.11870575,38.85585785,40.06450272
5/3/2018,10:28:19 AM,675,1422.162,36.07314301,38.82242584,40.07553864
5/3/2018,10:28:19 AM,945,1422.432,36.01616287,38.81128311,40.06450272
5/3/2018,10:28:20 AM,216,1422.703,36.050354,38.77783966,40.03139114
5/3/2018,10:28:20 AM,486,1422.973,36.07314301,38.82242584,40.04243088
5/3/2018,10:28:20 AM,756,1423.243,36.01616287,38.76669312,39.98722839
5/3/2018,10:28:21 AM,297,1423.784,36.01616287,38.77783966,40.02035141
5/3/2018,10:28:21 AM,567,1424.054,36.07314301,38.82242584,39.98722839
5/3/2018,10:28:21 AM,837,1424.324,36.14148331,38.93382263,40.09760666
5/3/2018,10:28:22 AM,108,1424.595,36.20978546,38.97835541,40.20788956
5/3/2018,10:28:22 AM,378,1424.865,36.14148331,38.92268753,40.08657455
5/3/2018,10:28:22 AM,648,1425.135,36.16425323,38.92268753,40.19686508
5/3/2018,10:28:22 AM,918,1425.405,36.20978546,38.94495773,40.19686508
5/3/2018,10:28:23 AM,459,1425.946,36.16425323,38.93382263,40.13069916
5/3/2018,10:28:23 AM,729,1426.216,36.19840622,38.8781395,40.11967087
5/3/2018,10:28:23 AM,999,1426.486,36.2211647,38.91155243,40.08657455
5/3/2018,10:28:24 AM,270,1426.757,36.18702316,38.85585785,40.07553864
5/3/2018,10:28:24 AM,540,1427.027,36.15287018,38.85585785,40.09760666
5/3/2018,10:28:24 AM,810,1427.297,36.13009644,38.93382263,40.09760666
5/3/2018,10:28:25 AM,351,1427.838,36.07314301,38.88927841,40.0534668
5/3/2018,10:28:25 AM,621,1428.108,36.0617485,38.85585785,40.11967087
5/3/2018,10:28:25 AM,891,1428.378,35.98196411,38.78899002,40.06450272
5/3/2018,10:28:26 AM,162,1428.649,36.01616287,38.85585785,40.15275955
5/3/2018,10:28:26 AM,432,1428.919,36.01616287,38.78899002,40.10863876
5/3/2018,10:28:26 AM,702,1429.189,36.0389595,38.77783966,40.08657455
5/3/2018,10:28:26 AM,972,1429.459,35.99336624,38.73323822,40.03139114
5/3/2018,10:28:27 AM,243,1429.73,36.02756119,38.73323822,39.98722839
5/3/2018,10:28:27 AM,513,1430,36.0617485,38.84471512,40.0534668
5/3/2018,10:28:28 AM,54,1430.541,36.10731888,38.81128311,40.19686508
5/3/2018,10:28:28 AM,324,1430.811,36.10731888,38.85585785,40.09760666
5/3/2018,10:28:28 AM,594,1431.081,35.95915604,38.86699677,40.15275955
5/3/2018,10:28:28 AM,864,1431.351,36.2211647,38.88927841,40.10863876
5/3/2018,10:28:29 AM,135,1431.622,36.15287018,38.81128311,40.15275955
5/3/2018,10:28:29 AM,405,1431.892,36.08453369,38.82242584,40.08657455
5/3/2018,10:28:29 AM,945,1432.432,36.08453369,38.81128311,40.16378784
5/3/2018,10:28:30 AM,216,1432.703,36.14148331,38.91155243,40.16378784
5/3/2018,10:28:30 AM,486,1432.973,36.18702316,38.91155243,40.2519722
5/3/2018,10:28:30 AM,756,1433.243,36.19840622,38.90041351,40.20788956
5/3/2018,10:28:31 AM,297,1433.784,36.17564011,38.8781395,40.17481232
5/3/2018,10:28:31 AM,567,1434.054,36.09592819,38.86699677,40.17481232
5/3/2018,10:28:31 AM,837,1434.324,36.20978546,38.92268753,40.22993469
5/3/2018,10:28:32 AM,108,1434.595,36.08453369,38.8781395,40.19686508
5/3/2018,10:28:32 AM,378,1434.865,36.18702316,38.90041351,40.17481232
5/3/2018,10:28:32 AM,648,1435.135,36.15287018,38.86699677,40.08657455
5/3/2018,10:28:32 AM,918,1435.405,36.13009644,38.85585785,40.15275955
5/3/2018,10:28:33 AM,459,1435.946,36.19840622,38.86699677,40.24095535
5/3/2018,10:28:33 AM,729,1436.216,36.13009644,38.83357239,40.19686508
5/3/2018,10:28:33 AM,999,1436.486,36.17564011,38.8781395,40.10863876
5/3/2018,10:28:34 AM,270,1436.757,36.17564011,38.88927841,40.14173126
5/3/2018,10:28:34 AM,540,1437.027,36.08453369,38.8781395,40.20788956
5/3/2018,10:28:34 AM,810,1437.297,36.17564011,38.86699677,40.17481232
5/3/2018,10:28:35 AM,351,1437.838,36.0617485,38.84471512,40.10863876
5/3/2018,10:28:35 AM,621,1438.108,36.15287018,38.82242584,40.17481232
5/3/2018,10:28:35 AM,891,1438.378,36.15287018,38.85585785,40.20788956
5/3/2018,10:28:36 AM,162,1438.649,36.10731888,38.81128311,40.10863876
5/3/2018,10:28:36 AM,702,1439.189,36.11870575,38.84471512,40.19686508
5/3/2018,10:28:36 AM,972,1439.459,36.16425323,38.82242584,40.08657455
5/3/2018,10:28:37 AM,243,1439.73,36.09592819,38.8781395,40.17481232
5/3/2018,10:28:37 AM,513,1440,36.08453369,38.85585785,40.19686508
5/3/2018,10:28:37 AM,783,1440.27,36.09592819,38.8781395,40.16378784
5/3/2018,10:28:38 AM,54,1440.541,36.08453369,38.83357239,40.10863876
5/3/2018,10:28:38 AM,324,1440.811,36.050354,38.82242584,40.11967087
5/3/2018,10:28:38 AM,594,1441.081,35.97056198,38.77783966,40.07553864
5/3/2018,10:28:39 AM,135,1441.622,35.99336624,38.78899002,40.09760666
5/3/2018,10:28:39 AM,405,1441.892,36.0389595,38.82242584,40.09760666
5/3/2018,10:28:39 AM,675,1442.162,35.98196411,38.81128311,40.06450272
5/3/2018,10:28:39 AM,945,1442.432,35.98196411,38.76669312,40.03139114
5/3/2018,10:28:40 AM,216,1442.703,35.92494202,38.6997757,40.02035141
5/3/2018,10:28:40 AM,486,1442.973,36.01616287,38.75554276,40.00931168
5/3/2018,10:28:40 AM,756,1443.243,35.95915604,38.72208405,40.03139114
5/3/2018,10:28:41 AM,297,1443.784,35.92494202,38.76669312,39.92095566
5/3/2018,10:28:41 AM,567,1444.054,36.07314301,38.82242584,40.06450272
5/3/2018,10:28:41 AM,837,1444.324,36.0617485,38.82242584,40.10863876
5/3/2018,10:28:42 AM,108,1444.595,36.050354,38.76669312,40.11967087
5/3/2018,10:28:42 AM,648,1445.135,36.0389595,38.7443924,40.08657455
5/3/2018,10:28:42 AM,918,1445.405,35.98196411,38.75554276,40.0534668
5/3/2018,10:28:43 AM,189,1445.676,35.95915604,38.77783966,40.09760666
5/3/2018,10:28:43 AM,459,1445.946,36.0389595,38.81128311,40.09760666
5/3/2018,10:28:43 AM,729,1446.216,36.07314301,38.82242584,40.19686508
5/3/2018,10:28:43 AM,999,1446.486,36.15287018,38.85585785,40.14173126
5/3/2018,10:28:44 AM,270,1446.757,36.01616287,38.84471512,40.15275955
5/3/2018,10:28:44 AM,810,1447.297,35.99336624,38.81128311,40.09760666
5/3/2018,10:28:45 AM,81,1447.568,36.11870575,38.84471512,40.19686508
5/3/2018,10:28:45 AM,351,1447.838,36.16425323,38.85585785,40.16378784
5/3/2018,10:28:45 AM,621,1448.108,36.16425323,38.90041351,40.19686508
5/3/2018,10:28:45 AM,891,1448.378,36.17564011,38.88927841,40.16378784
5/3/2018,10:28:46 AM,162,1448.649,36.15287018,38.95609283,40.24095535
5/3/2018,10:28:46 AM,702,1449.189,36.18702316,38.94495773,40.2740097
5/3/2018,10:28:46 AM,972,1449.459,36.2211647,38.93382263,40.21891022
5/3/2018,10:28:47 AM,243,1449.73,36.26667404,38.96722412,40.35111237
5/3/2018,10:28:47 AM,513,1450,36.17564011,38.95609283,40.28503036
5/3/2018,10:28:47 AM,783,1450.27,36.30079651,38.98948669,40.42816544
5/3/2018,10:28:48 AM,324,1450.811,36.25529861,38.97835541,40.35111237
5/3/2018,10:28:48 AM,594,1451.081,36.24392319,38.97835541,40.36212158
5/3/2018,10:28:48 AM,864,1451.351,36.23254395,38.94495773,40.22993469
5/3/2018,10:28:49 AM,135,1451.622,36.26667404,38.98948669,40.3731308
5/3/2018,10:28:49 AM,405,1451.892,36.25529861,38.94495773,40.34009933
5/3/2018,10:28:49 AM,675,1452.162,36.23254395,38.95609283,40.31807327
5/3/2018,10:28:49 AM,945,1452.432,36.23254395,38.94495773,40.28503036
5/3/2018,10:28:50 AM,486,1452.973,36.24392319,38.92268753,40.36212158
5/3/2018,10:28:50 AM,756,1453.243,36.20978546,38.96722412,40.35111237
5/3/2018,10:28:51 AM,26,1453.513,36.19840622,38.91155243,40.26299286
5/3/2018,10:28:51 AM,297,1453.784,36.24392319,38.91155243,40.28503036
5/3/2018,10:28:51 AM,837,1454.324,36.18702316,38.91155243,40.2960434
5/3/2018,10:28:52 AM,108,1454.595,36.09592819,38.85585785,40.18584061
5/3/2018,10:28:52 AM,378,1454.865,36.18702316,38.91155243,40.19686508
5/3/2018,10:28:52 AM,648,1455.135,36.23254395,38.97835541,40.30706024
5/3/2018,10:28:53 AM,189,1455.676,36.20978546,38.97835541,40.3290863
5/3/2018,10:28:53 AM,459,1455.946,36.17564011,38.98948669,40.28503036
5/3/2018,10:28:53 AM,729,1456.216,36.2211647,38.97835541,40.28503036
5/3/2018,10:28:53 AM,999,1456.486,36.2211647,39.00061417,40.36212158
5/3/2018,10:28:54 AM,270,1456.757,36.18702316,38.96722412,40.3731308
5/3/2018,10:28:54 AM,540,1457.027,36.19840622,38.94495773,40.2960434
5/3/2018,10:28:54 AM,810,1457.297,36.19840622,38.94495773,40.34009933
5/3/2018,10:28:55 AM,81,1457.568,36.30079651,38.97835541,40.3290863
5/3/2018,10:28:55 AM,621,1458.108,36.27804947,38.95609283,40.35111237
5/3/2018,10:28:55 AM,891,1458.378,36.17564011,38.92268753,40.2740097
5/3/2018,10:28:56 AM,162,1458.649,36.23254395,38.93382263,40.2740097
5/3/2018,10:28:56 AM,432,1458.919,36.24392319,38.93382263,40.30706024
5/3/2018,10:28:56 AM,702,1459.189,36.2894249,39.01174164,40.39514923
5/3/2018,10:28:57 AM,243,1459.73,36.27804947,39.03399658,40.42816544
5/3/2018,10:28:57 AM,513,1460,36.27804947,38.91155243,40.39514923
5/3/2018,10:28:57 AM,783,1460.27,36.32353973,39.00061417,40.3731308
5/3/2018,10:28:58 AM,54,1460.541,36.2894249,39.00061417,40.39514923
5/3/2018,10:28:58 AM,594,1461.081,36.32353973,38.98948669,40.39514923
5/3/2018,10:28:58 AM,864,1461.351,36.2211647,39.00061417,40.38414001
5/3/2018,10:28:59 AM,135,1461.622,36.23254395,39.00061417,40.35111237
5/3/2018,10:28:59 AM,405,1461.892,36.32353973,39.05624771,40.38414001
5/3/2018,10:28:59 AM,675,1462.162,36.32353973,39.05624771,40.43917084
5/3/2018,10:28:59 AM,945,1462.432,36.32353973,39.04512405,40.45017242
5/3/2018,10:29:00 AM,486,1462.973,36.32353973,39.05624771,40.46117401
5/3/2018,10:29:00 AM,756,1463.243,36.18702316,39.01174164,40.42816544
5/3/2018,10:29:01 AM,26,1463.513,36.32353973,39.01174164,40.38414001
5/3/2018,10:29:01 AM,297,1463.784,36.27804947,39.01174164,40.38414001
5/3/2018,10:29:01 AM,567,1464.054,36.30079651,39.00061417,40.35111237
5/3/2018,10:29:01 AM,837,1464.324,36.31216812,38.95609283,40.40615463
5/3/2018,10:29:02 AM,108,1464.595,36.33490753,39.03399658,40.38414001
5/3/2018,10:29:02 AM,648,1465.135,36.33490753,39.02286911,40.35111237
5/3/2018,10:29:02 AM,918,1465.405,36.35764313,39.07849503,40.39514923
5/3/2018,10:29:03 AM,189,1465.676,36.40310287,39.10073471,40.49417496
5/3/2018,10:29:03 AM,459,1465.946,36.43718719,39.11185455,40.49417496
5/3/2018,10:29:03 AM,999,1466.486,36.41446686,39.11185455,40.45017242
5/3/2018,10:29:04 AM,270,1466.757,36.38037872,39.13409042,40.45017242
5/3/2018,10:29:04 AM,540,1467.027,36.41446686,39.11185455,40.42816544
5/3/2018,10:29:04 AM,810,1467.297,36.38037872,39.11185455,40.43917084
5/3/2018,10:29:05 AM,351,1467.838,36.34627914,39.08961487,40.35111237
5/3/2018,10:29:05 AM,621,1468.108,36.43718719,39.13409042,40.49417496
5/3/2018,10:29:05 AM,891,1468.378,36.41446686,39.10073471,40.36212158
5/3/2018,10:29:06 AM,162,1468.649,36.26667404,39.03399658,40.35111237
5/3/2018,10:29:06 AM,432,1468.919,36.27804947,39.08961487,40.36212158
5/3/2018,10:29:06 AM,702,1469.189,36.34627914,39.03399658,40.38414001
5/3/2018,10:29:06 AM,972,1469.459,36.41446686,39.07849503,40.4721756
5/3/2018,10:29:07 AM,243,1469.73,36.33490753,39.04512405,40.2960434
5/3/2018,10:29:07 AM,783,1470.27,36.27804947,39.07849503,40.3290863
5/3/2018,10:29:08 AM,54,1470.541,36.26667404,39.02286911,40.26299286
5/3/2018,10:29:08 AM,324,1470.811,36.20978546,39.03399658,40.2960434
5/3/2018,10:29:08 AM,594,1471.081,36.27804947,39.01174164,40.2960434
5/3/2018,10:29:08 AM,864,1471.351,36.2211647,39.01174164,40.2740097
5/3/2018,10:29:09 AM,405,1471.892,36.23254395,39.00061417,40.2740097
5/3/2018,10:29:09 AM,675,1472.162,36.24392319,39.00061417,40.30706024
5/3/2018,10:29:09 AM,945,1472.432,36.16425323,38.94495773,40.17481232
5/3/2018,10:29:10 AM,216,1472.703,36.2211647,38.98948669,40.22993469
5/3/2018,10:29:10 AM,486,1472.973,36.2211647,38.96722412,40.2740097
5/3/2018,10:29:10 AM,756,1473.243,36.20978546,38.91155243,40.24095535
5/3/2018,10:29:11 AM,26,1473.513,36.20978546,38.8781395,40.2740097
5/3/2018,10:29:11 AM,567,1474.054,36.15287018,38.91155243,40.20788956
5/3/2018,10:29:11 AM,837,1474.324,36.15287018,38.92268753,40.22993469
5/3/2018,10:29:12 AM,108,1474.595,36.25529861,38.95609283,40.28503036
5/3/2018,10:29:12 AM,378,1474.865,36.18702316,38.93382263,40.2740097
5/3/2018,10:29:12 AM,648,1475.135,36.20978546,38.95609283,40.35111237
5/3/2018,10:29:13 AM,189,1475.676,36.19840622,38.96722412,40.31807327
5/3/2018,10:29:13 AM,459,1475.946,36.18702316,38.95609283,40.2740097
5/3/2018,10:29:13 AM,729,1476.216,36.20978546,38.94495773,40.26299286
5/3/2018,10:29:13 AM,999,1476.486,36.27804947,38.97835541,40.3290863
5/3/2018,10:29:14 AM,270,1476.757,36.17564011,38.96722412,40.2519722
5/3/2018,10:29:14 AM,540,1477.027,36.26667404,38.97835541,40.36212158
5/3/2018,10:29:14 AM,810,1477.297,36.18702316,38.97835541,40.2960434
5/3/2018,10:29:15 AM,81,1477.568,36.18702316,38.92268753,40.2740097
5/3/2018,10:29:15 AM,621,1478.108,36.23254395,38.95609283,40.30706024
5/3/2018,10:29:15 AM,891,1478.378,36.23254395,38.95609283,40.28503036
5/3/2018,10:29:16 AM,162,1478.649,36.20978546,38.92268753,40.18584061
5/3/2018,10:29:16 AM,432,1478.919,36.09592819,38.91155243,40.20788956
5/3/2018,10:29:16 AM,702,1479.189,36.13009644,38.88927841,40.17481232
5/3/2018,10:29:16 AM,972,1479.459,36.10731888,38.93382263,40.21891022
5/3/2018,10:29:17 AM,513,1480,36.10731888,38.91155243,40.21891022
5/3/2018,10:29:17 AM,783,1480.27,36.19840622,38.91155243,40.15275955
5/3/2018,10:29:18 AM,54,1480.541,36.16425323,38.91155243,40.21891022
5/3/2018,10:29:18 AM,324,1480.811,36.0617485,38.85585785,40.14173126
5/3/2018,10:29:18 AM,594,1481.081,36.09592819,38.8781395,40.22993469
5/3/2018,10:29:18 AM,864,1481.351,36.050354,38.91155243,40.24095535
5/3/2018,10:29:19 AM,135,1481.622,36.15287018,38.93382263,40.2519722
5/3/2018,10:29:19 AM,405,1481.892,36.18702316,38.91155243,40.2960434
5/3/2018,10:29:19 AM,945,1482.432,36.08453369,38.92268753,40.24095535
5/3/2018,10:29:20 AM,216,1482.703,36.19840622,38.92268753,40.2519722
5/3/2018,10:29:20 AM,486,1482.973,36.18702316,38.91155243,40.22993469
5/3/2018,10:29:20 AM,756,1483.243,36.11870575,38.83357239,40.16378784
5/3/2018,10:29:21 AM,297,1483.784,36.07314301,38.85585785,40.19686508
5/3/2018,10:29:21 AM,567,1484.054,36.08453369,38.86699677,40.21891022
5/3/2018,10:29:21 AM,837,1484.324,36.18702316,38.91155243,40.21891022
5/3/2018,10:29:22 AM,108,1484.595,36.16425323,38.91155243,40.19686508
5/3/2018,10:29:22 AM,378,1484.865,36.20978546,38.92268753,40.24095535
5/3/2018,10:29:22 AM,648,1485.135,36.26667404,38.97835541,40.2519722
5/3/2018,10:29:23 AM,189,1485.676,36.17564011,38.88927841,40.19686508
5/3/2018,10:29:23 AM,459,1485.946,36.18702316,38.8781395,40.19686508
5/3/2018,10:29:23 AM,729,1486.216,36.24392319,38.92268753,40.26299286
5/3/2018,10:29:23 AM,999,1486.486,36.19840622,38.92268753,40.26299286
5/3/2018,10:29:24 AM,270,1486.757,36.17564011,38.91155243,40.2740097
5/3/2018,10:29:24 AM,540,1487.027,36.18702316,38.88927841,40.26299286
5/3/2018,10:29:24 AM,810,1487.297,36.17564011,38.88927841,40.30706024
5/3/2018,10:29:25 AM,81,1487.568,36.11870575,38.86699677,40.2740097
5/3/2018,10:29:25 AM,621,1488.108,36.15287018,38.91155243,40.31807327
5/3/2018,10:29:25 AM,891,1488.378,36.2211647,38.94495773,40.3290863
5/3/2018,10:29:26 AM,162,1488.649,36.13009644,38.91155243,40.2740097
